"hypothesis","treated_group","outcome","term","coef","se","p_value","ci_low","ci_high","pct_effect_if_log","ci_low_pct_if_log","ci_high_pct_if_log","effect_pp_if_share","ci_low_pp_if_share","ci_high_pp_if_share","n_obs","n_units"
"D_secondary_age_gender_composition","secondary","age20_30_share","did",0.03075334346480256,0.009167537408833838,0.0043442297165070705,0.01121320002084144,0.05029348690876368,NA,NA,NA,3.075334346480256,1.1213200020841438,5.029348690876368,368,16
"D_secondary_age_gender_composition","secondary","age40_50_share","did",-0.020334054349902868,0.010825678649915302,0.07991623807474638,-0.043408442188641,0.0027403334888352615,NA,NA,NA,-2.0334054349902866,-4.3408442188641,0.27403334888352615,368,16
"D_secondary_age_gender_composition","secondary","age50_60_share","did",-0.018365018226994975,0.004695621433839688,0.0013894333650410022,-0.028373498398273318,-0.008356538055716633,NA,NA,NA,-1.8365018226994976,-2.837349839827332,-0.8356538055716632,368,16
"D_secondary_age_gender_composition","secondary","male_sales_share","did",0.004112119482825589,0.0053043156596715,0.4502472022644328,-0.007193761719486828,0.015418000685138007,NA,NA,NA,0.4112119482825589,-0.7193761719486828,1.5418000685138007,368,16
"D_secondary_age_gender_composition","secondary","female_sales_share","did",-0.0041121194828255886,0.005304315659671505,0.4502472022644335,-0.015418000685138017,0.007193761719486841,NA,NA,NA,-0.41121194828255886,-1.5418000685138016,0.7193761719486841,368,16
