"actual_beta","actual_pct","n_permutations","perm_p_twosided","perm_p_onesided","perm_mean","perm_sd","conventional_p"
-0.11458752654717358,-10.826611538563292,999,0.2932932932932933,0.16916916916916916,-0.003169417276794896,0.1168284330936011,0.06211332688984798
