"hypothesis","display","outcome","term","coef","se","p_value","ci_low","ci_high","pct_effect_if_log","ci_low_pct_if_log","ci_high_pct_if_log","effect_pp_if_share","ci_low_pp_if_share","ci_high_pp_if_share","n_obs","n_units"
"A_commute_direction","출근시간 하차 07-10시","log_morning_alight_07_10","did",-0.11944500906799543,0.040635115033912164,0.007162610291559949,-0.2033117645380761,-0.035578253597914763,-11.258719386541205,-18.397620551744186,-3.495278714143435,NA,NA,NA,2075,25
"A_commute_direction","퇴근시간 승차 17-20시","log_evening_board_17_20","did",-0.10303783923204582,0.04428986358742596,0.02876254894181671,-0.1944476249848357,-0.011628053479255926,-9.790716166453993,-17.671070308324634,-1.1560708946747877,NA,NA,NA,2075,25
"A_commute_direction","야간 승차 21-24시","log_late_night_board_21_24","did",-0.048037238895469035,0.07096281015704697,0.5049199153314317,-0.19449728070768094,0.09842280291674285,-4.6901705911096325,-17.675158309342386,10.342921958909157,NA,NA,NA,2075,25
"A_commute_direction","야간 하차 21-24시","log_late_night_alight_21_24","did",-0.016086175209572944,0.07976429777476819,0.8418732451380193,-0.18071159465618652,0.14853924423704062,-1.5957483668725292,-16.532395098117636,16.013832562451903,NA,NA,NA,2075,25
