"analysis","coef_log","se","p_value","ci_low_log","ci_high_log","pct_effect","ci_low_pct","ci_high_pct","n_obs","n_units"
"subway_monthly_DID_2018_2024",-0.11672832601411415,0.058342004717864195,0.05685257833777756,-0.23714030563380953,0.003683653605581233,-11.017309684970577,-21.111940413957754,0.3690446595971064,2075,25
