"month","treated_log","synthetic_log","gap_log","period"
"2023-10-01",11.013821528894177,11.126155432346065,-0.11233390345188887,"post"
"2023-11-01",11.086573302895616,11.229397353572919,-0.1428240506773033,"post"
"2023-12-01",11.057216042275067,11.150944609979955,-0.09372856770488802,"post"
"2024-01-01",11.075266324062824,11.187455142689698,-0.11218881862687446,"post"
"2024-02-01",11.043358206989339,11.14328830226495,-0.09993009527561014,"post"
"2024-03-01",11.074108599414334,11.184490813844063,-0.11038221442972862,"post"
"2024-04-01",11.096432877089725,11.215585451866255,-0.11915257477653007,"post"
"2024-05-01",11.071669182541852,11.174775669359246,-0.10310648681739387,"post"
"2024-06-01",11.050533566034261,11.154343191026866,-0.10380962499260526,"post"
"2024-07-01",11.099091922258001,11.234595194196794,-0.1355032719387932,"post"
"2024-08-01",11.032085826237331,11.152287638906607,-0.12020181266927565,"post"
"2024-09-01",10.98246812934417,11.095997808857344,-0.11352967951317439,"post"
"2024-10-01",11.059599950313764,11.17158352486999,-0.11198357455622521,"post"
"2024-11-01",11.106649426518983,11.230870794225947,-0.1242213677069639,"post"
"2024-12-01",11.102170245759723,11.196300044827149,-0.09412979906742613,"post"
